SN,Province,District,Sector,Cellule,Village,Code_vil_1,NEP Revision July 2023,,,,,,,,,,,,,,,,,,
"6,896",West,Ngororero,MUHANDA,Bugarula,Gatomvu,35080103,SAS 2023,,,,,,,,,,,,,,,,,,
"6,897",West,Ngororero,MUHANDA,Bugarura,Ngando,35080104,SAS,,,,,,,,,,,,,,,,,,
"6,898",West,Ngororero,MUHANDA,Bugarura,Nkongora,35080105,SAS 2023,,,,,,,,,,,,,,,,,,
"6,899",West,Ngororero,MUHANDA,Bugarura,Runayu,35080106,SAS 2023,,,,,,,,,,,,,,,,,,
"6,900",West,Ngororero,MUHANDA,Gasiza,Gasiza,35080201,SAS 2023,,,,,,,,,,,,,,,,,,
"6,901",West,Ngororero,MUHANDA,Gasiza,Kabeza,35080202,SAS,,,,,,,,,,,,,,,,,,
"6,902",West,Ngororero,MUHANDA,Gasiza,Kigina,35080203,Fill In,,,,,,,,,,,,,,,,,,
"6,903",West,Ngororero,MUHANDA,Gasiza,Nyenyeri,35080204,GE,,,,,,,,,,,,,,,,,,
"6,904",West,Ngororero,MUHANDA,Gasiza,Rukobora,35080205,GE,,,,,,,,,,,,,,,,,,
"6,905",West,Ngororero,MUHANDA,Gasiza,Rurandama,35080206,GE,,,,,,,,,,,,,,,,,,
"6,906",West,Ngororero,MUHANDA,Gasiza,Rwantobotobo,35080207,SAS 2023,,,,,,,,,,,,,,,,,,
"6,907",West,Ngororero,MUHANDA,Mashya,Byerezo,35080301,Fill In,,,,,,,,,,,,,,,,,,
"6,908",West,Ngororero,MUHANDA,Mashya,Kagano,35080302,Fill In,,,,,,,,,,,,,,,,,,
"6,909",West,Ngororero,MUHANDA,Mashya,Karuhindura,35080303,GE,,,,,,,,,,,,,,,,,,
"6,910",West,Ngororero,MUHANDA,Mashya,Kazuba,35080304,Fill In,,,,,,,,,,,,,,,,,,
"6,911",West,Ngororero,MUHANDA,Mashya,Kazuba,35080305,Fill In,,,,,,,,,,,,,,,,,,
"6,912",West,Ngororero,MUHANDA,Mashya,Rubaya,35080306,SAS 2023,,,,,,,,,,,,,,,,,,
"6,913",West,Ngororero,MUHANDA,Nganzo,Gisebeya,35080401,Fill In,,,,,,,,,,,,,,,,,,
"6,914",West,Ngororero,MUHANDA,Nganzo,Gisiza,35080402,SAS,,,,,,,,,,,,,,,,,,
"6,915",West,Ngororero,MUHANDA,Nganzo,Gisunzu,35080403,SAS 2023,,,,,,,,,,,,,,,,,,
"6,916",West,Ngororero,MUHANDA,Nganzo,Misemburo,35080404,SAS,,,,,,,,,,,,,,,,,,
"6,917",West,Ngororero,MUHANDA,Nganzo,Murehe,35080405,GE,,,,,,,,,,,,,,,,,,
"6,918",West,Ngororero,MUHANDA,Nganzo,Ntaruko,35080406,GE,,,,,,,,,,,,,,,,,,
"6,919",West,Ngororero,MUHANDA,Ngoma,Bugobora,35080501,GE,,,,,,,,,,,,,,,,,,
"6,920",West,Ngororero,MUHANDA,Ngoma,Gacaca,35080502,GE,,,,,,,,,,,,,,,,,,
"6,921",West,Ngororero,MUHANDA,Ngoma,Karambi,35080503,GE,,,,,,,,,,,,,,,,,,
"6,922",West,Ngororero,MUHANDA,Ngoma,Ntendure,35080504,Fill In,,,,,,,,,,,,,,,,,,
"6,923",West,Ngororero,MUHANDA,Ngoma,Rucano,35080505,GE,,,,,,,,,,,,,,,,,,
"6,924",West,Ngororero,MUHANDA,Ngoma,Ruganda,35080506,SAS 2023,,,,,,,,,,,,,,,,,,
"6,925",West,Ngororero,MUHANDA,Rutagara,Bambiro,35080601,GE,,,,,,,,,,,,,,,,,,
"6,926",West,Ngororero,MUHANDA,Rutagara,Gaseke,35080602,GE_Temporaly SAS,,,,,,,,,,,,,,,,,,
"6,927",West,Ngororero,MUHANDA,Rutagara,Kabari,35080603,GE,,,,,,,,,,,,,,,,,,
"6,928",West,Ngororero,MUHANDA,Rutagara,Kamashya,35080604,SAS,,,,,,,,,,,,,,,,,,
"6,929",West,Ngororero,MUHANDA,Rutagara,Mushishiro,35080605,GE,,,,,,,,,,,,,,,,,,
"6,930",West,Ngororero,MUHANDA,Rutagara,Nyamutoni,35080606,Fill In,,,,,,,,,,,,,,,,,,
"6,931",West,Ngororero,MUHANDA,Rutagara,Nyanshundura,35080607,Fill In,,,,,,,,,,,,,,,,,,
"6,932",West,Ngororero,MUHANDA,Rutagara,Rukondo,35080608,Fill In,,,,,,,,,,,,,,,,,,
"6,933",West,Ngororero,MUHANDA,Rutagara,Rurambo,35080609,GE,,,,,,,,,,,,,,,,,,
"6,934",West,Ngororero,MUHORORO,Bweramana,Buyenzi,35090101,GE,,,,,,,,,,,,,,,,,,
"6,935",West,Ngororero,MUHORORO,Bweramana,Gasave,35090102,GE,,,,,,,,,,,,,,,,,,
"6,936",West,Ngororero,MUHORORO,Bweramana,Musanzubize,35090103,GE,,,,,,,,,,,,,,,,,,
"6,937",West,Ngororero,MUHORORO,Bweramana,Nyagaseke,35090104,GE,,,,,,,,,,,,,,,,,,
"6,938",West,Ngororero,MUHORORO,Bweramana,Ruhanga,35090105,SAS 2023,,,,,,,,,,,,,,,,,,
"6,939",West,Ngororero,MUHORORO,Mubuga,Burengo,35090201,GE,,,,,,,,,,,,,,,,,,
"6,940",West,Ngororero,MUHORORO,Mubuga,Gashonyi,35090202,GE,,,,,,,,,,,,,,,,,,
"6,941",West,Ngororero,MUHORORO,Mubuga,Gasovu,35090203,GE_Temporaly SAS,,,,,,,,,,,,,,,,,,
"6,942",West,Ngororero,MUHORORO,Mubuga,Mitsimbi,35090204,GE,,,,,,,,,,,,,,,,,,
"6,943",West,Ngororero,MUHORORO,Mubuga,Murambi,35090205,GE,,,,,,,,,,,,,,,,,,
"6,944",West,Ngororero,MUHORORO,Mubuga,Nyabigogoro,35090206,GE,,,,,,,,,,,,,,,,,,
"6,945",West,Ngororero,MUHORORO,Mubuga,Nyamirama,35090207,GE,,,,,,,,,,,,,,,,,,
"6,946",West,Ngororero,MUHORORO,Myiha,Kabyiniro,35090301,GE,,,,,,,,,,,,,,,,,,
"6,947",West,Ngororero,MUHORORO,Myiha,Myiha,35090302,GE,,,,,,,,,,,,,,,,,,
"6,948",West,Ngororero,MUHORORO,Myiha,Shori,35090303,SAS,,,,,,,,,,,,,,,,,,
"6,949",West,Ngororero,MUHORORO,Rugogwe,Butinza,35090401,GE,,,,,,,,,,,,,,,,,,
"6,950",West,Ngororero,MUHORORO,Rugogwe,Kibingo,35090402,Fill In,,,,,,,,,,,,,,,,,,
"6,951",West,Ngororero,MUHORORO,Rugogwe,Murambi,35090403,GE,,,,,,,,,,,,,,,,,,
"6,952",West,Ngororero,MUHORORO,Rugogwe,Nganzo,35090404,GE,,,,,,,,,,,,,,,,,,
"6,953",West,Ngororero,MUHORORO,Rusororo,Buhiro,35090501,GE,,,,,,,,,,,,,,,,,,
"6,954",West,Ngororero,MUHORORO,Rusororo,Gapfura,35090502,GE,,,,,,,,,,,,,,,,,,
"6,955",West,Ngororero,MUHORORO,Rusororo,Gisovu,35090503,GE_Temporaly SAS,,,,,,,,,,,,,,,,,,
"6,956",West,Ngororero,MUHORORO,Rusororo,Kagunga,35090504,SAS,,,,,,,,,,,,,,,,,,
"6,957",West,Ngororero,MUHORORO,Rusororo,Rongi,35090505,GE_Temporaly SAS,,,,,,,,,,,,,,,,,,
"6,958",West,Ngororero,MUHORORO,Rusororo,Ryabadanga,35090506,GE,,,,,,,,,,,,,,,,,,
"6,959",West,Ngororero,MUHORORO,Sanza,Gashyushya,35090601,GE_Temporaly SAS,,,,,,,,,,,,,,,,,,
"6,960",West,Ngororero,MUHORORO,Sanza,Kansi,35090602,Fill In,,,,,,,,,,,,,,,,,,
"6,961",West,Ngororero,MUHORORO,Sanza,Mubuga,35090603,GE,,,,,,,,,,,,,,,,,,
"6,962",West,Ngororero,MUHORORO,Sanza,Nyaruhondo,35090604,GE,,,,,,,,,,,,,,,,,,
"6,963",West,Ngororero,MUHORORO,Sanza,Sanza,35090605,GE,,,,,,,,,,,,,,,,,,
"6,964",West,Ngororero,NDARO,Bijyojyo,Bijyojyo,35100101,SAS 2023,,,,,,,,,,,,,,,,,,
"6,965",West,Ngororero,NDARO,Bijyojyo,Birima,35100102,GE,,,,,,,,,,,,,,,,,,
"6,966",West,Ngororero,NDARO,Bijyojyo,Cyajongo,35100103,GE,,,,,,,,,,,,,,,,,,
"6,967",West,Ngororero,NDARO,Bijyojyo,Gasave,35100104,SAS 2023,,,,,,,,,,,,,,,,,,
"6,968",West,Ngororero,NDARO,Bijyojyo,Kavumu,35100105,Fill In,,,,,,,,,,,,,,,,,,
"6,969",West,Ngororero,NDARO,Bijyojyo,Kibuga,35100106,Fill In,,,,,,,,,,,,,,,,,,
"6,970",West,Ngororero,NDARO,Bijyojyo,Runyoni,35100107,GE,,,,,,,,,,,,,,,,,,
"6,971",West,Ngororero,NDARO,Bijyojyo,Rutonde,35100108,GE,,,,,,,,,,,,,,,,,,
"6,972",West,Ngororero,NDARO,Bitabage,Gasharu,35100201,GE,,,,,,,,,,,,,,,,,,
"6,973",West,Ngororero,NDARO,Bitabage,Gituza,35100202,GE,,,,,,,,,,,,,,,,,,
"6,974",West,Ngororero,NDARO,Bitabage,Kamuyobora,35100203,Fill In,,,,,,,,,,,,,,,,,,
"6,975",West,Ngororero,NDARO,Bitabage,Kinga,35100204,GE,,,,,,,,,,,,,,,,,,
"6,976",West,Ngororero,NDARO,Bitabage,Nganzo,35100205,GE_Temporaly SAS,,,,,,,,,,,,,,,,,,
"6,977",West,Ngororero,NDARO,Bitabage,Ngugu,35100206,Fill In,,,,,,,,,,,,,,,,,,
"6,978",West,Ngororero,NDARO,Bitabage,Nyamugari,35100207,GE_Temporaly SAS,,,,,,,,,,,,,,,,,,
"6,979",West,Ngororero,NDARO,Bitabage,Rwamikeri,35100208,SAS 2023,,,,,,,,,,,,,,,,,,
"6,980",West,Ngororero,NDARO,Kabageshi,Gasharu,35100301,GE_Temporaly SAS,,,,,,,,,,,,,,,,,,
"6,981",West,Ngororero,NDARO,Kabageshi,Kabuga,35100302,GE,,,,,,,,,,,,,,,,,,
"6,982",West,Ngororero,NDARO,Kabageshi,Kandamira,35100303,GE,,,,,,,,,,,,,,,,,,
"6,983",West,Ngororero,NDARO,Kabageshi,Masoro,35100304,GE,,,,,,,,,,,,,,,,,,
"6,984",West,Ngororero,NDARO,Kabageshi,Ruhanga,35100305,Fill In,,,,,,,,,,,,,,,,,,
"6,985",West,Ngororero,NDARO,Kibanda,Kamina,35100401,GE,,,,,,,,,,,,,,,,,,
"6,986",West,Ngororero,NDARO,Kibanda,Kideberi,35100402,Fill In,,,,,,,,,,,,,,,,,,
"6,987",West,Ngororero,NDARO,Kibanda,Kimirehe,35100403,Fill In,,,,,,,,,,,,,,,,,,
"6,988",West,Ngororero,NDARO,Kibanda,Kirombozi,35100404,SAS,,,,,,,,,,,,,,,,,,
"6,989",West,Ngororero,NDARO,Kibanda,Ruhuha,35100405,GE,,,,,,,,,,,,,,,,,,
"6,990",West,Ngororero,NDARO,Kibanda,Rutambiro,35100406,Fill In,,,,,,,,,,,,,,,,,,
"6,991",West,Ngororero,NDARO,Kibanda,Rwamateke,35100407,SAS,,,,,,,,,,,,,,,,,,
"6,992",West,Ngororero,NDARO,Kibanda,Rwambogo,35100408,GE,,,,,,,,,,,,,,,,,,
"6,993",West,Ngororero,NDARO,Kinyovi,Gahunga,35100501,GE_Temporaly SAS,,,,,,,,,,,,,,,,,,
"6,994",West,Ngororero,NDARO,Kinyovi,Giseke,35100502,GE,,,,,,,,,,,,,,,,,,
"6,995",West,Ngororero,NDARO,Kinyovi,Rugeyo,35100503,GE,,,,,,,,,,,,,,,,,,
"6,996",West,Ngororero,NDARO,Kinyovi,Rusebeya,35100504,Fill In,,,,,,,,,,,,,,,,,,
"6,997",West,Ngororero,NGORORERO,Kaseke,Cyandago,35110101,Fill In,,,,,,,,,,,,,,,,,,
"6,998",West,Ngororero,NGORORERO,Kaseke,Gatare,35110102,GE,,,,,,,,,,,,,,,,,,
"6,999",West,Ngororero,NGORORERO,Kaseke,Kabeza,35110103,SAS 2023,,,,,,,,,,,,,,,,,,
"7,000",West,Ngororero,NGORORERO,Kaseke,Kabusunzu,35110104,Fill In,,,,,,,,,,,,,,,,,,
"7,001",West,Ngororero,NGORORERO,Kaseke,Kanyinya,35110105,Fill In,,,,,,,,,,,,,,,,,,
"7,002",West,Ngororero,NGORORERO,Kaseke,Nyabisindu,35110106,GE_Temporaly SAS,,,,,,,,,,,,,,,,,,
"7,003",West,Ngororero,NGORORERO,Kaseke,Nyamabuye,35110107,Fill In,,,,,,,,,,,,,,,,,,
"7,004",West,Ngororero,NGORORERO,Kaseke,Nyarubari,35110108,GE,,,,,,,,,,,,,,,,,,
"7,005",West,Ngororero,NGORORERO,Kazabe,Butezi,35110201,Fill In,,,,,,,,,,,,,,,,,,
"7,006",West,Ngororero,NGORORERO,Kazabe,Cyansi,35110202,Fill In,,,,,,,,,,,,,,,,,,
"7,007",West,Ngororero,NGORORERO,Kazabe,Kazabe,35110203,GE,,,,,,,,,,,,,,,,,,
"7,008",West,Ngororero,NGORORERO,Kazabe,Murambi,35110204,GE,,,,,,,,,,,,,,,,,,
"7,009",West,Ngororero,NGORORERO,Kazabe,Ngororero,35110205,GE,,,,,,,,,,,,,,,,,,
"7,010",West,Ngororero,NGORORERO,Mugano,Gashinya,35110301,GE,,,,,,,,,,,,,,,,,,
"7,011",West,Ngororero,NGORORERO,Mugano,Kabuga,35110302,Fill In,,,,,,,,,,,,,,,,,,
"7,012",West,Ngororero,NGORORERO,Mugano,Mana,35110303,GE,,,,,,,,,,,,,,,,,,
"7,013",West,Ngororero,NGORORERO,Mugano,Manogo,35110304,GE,,,,,,,,,,,,,,,,,,
"7,014",West,Ngororero,NGORORERO,Mugano,Mpara,35110305,Fill In,,,,,,,,,,,,,,,,,,
"7,015",West,Ngororero,NGORORERO,Mugano,Nyabisindu,35110306,GE,,,,,,,,,,,,,,,,,,
"7,016",West,Ngororero,NGORORERO,Mugano,Nyenyeri,35110307,GE,,,,,,,,,,,,,,,,,,
"7,017",West,Ngororero,NGORORERO,Mugano,Ruhuha,35110308,GE,,,,,,,,,,,,,,,,,,
"7,018",West,Ngororero,NGORORERO,Nyange,Gatare,35110401,SAS,,,,,,,,,,,,,,,,,,
"7,019",West,Ngororero,NGORORERO,Nyange,Gihe,35110402,GE,,,,,,,,,,,,,,,,,,
"7,020",West,Ngororero,NGORORERO,Nyange,Kabeza,35110403,GE,,,,,,,,,,,,,,,,,,
"7,021",West,Ngororero,NGORORERO,Nyange,Karama,35110404,SAS,,,,,,,,,,,,,,,,,,
"7,022",West,Ngororero,NGORORERO,Nyange,Mazimeru,35110405,SAS,,,,,,,,,,,,,,,,,,
"7,023",West,Ngororero,NGORORERO,Nyange,Nyakaganzo,35110406,GE,,,,,,,,,,,,,,,,,,
"7,024",West,Ngororero,NGORORERO,Nyange,Nyange,35110407,GE,,,,,,,,,,,,,,,,,,
"7,025",West,Ngororero,NGORORERO,Nyange,Turamigina,35110408,GE,,,,,,,,,,,,,,,,,,
"7,026",West,Ngororero,NGORORERO,Rususa,Cyumba,35110501,Fill In,,,,,,,,,,,,,,,,,,
"7,027",West,Ngororero,NGORORERO,Rususa,Gasarara,35110502,GE,,,,,,,,,,,,,,,,,,
"7,028",West,Ngororero,NGORORERO,Rususa,Kabagari,35110503,Fill In,,,,,,,,,,,,,,,,,,
"7,029",West,Ngororero,NGORORERO,Rususa,Nyarubingo,35110504,GE,,,,,,,,,,,,,,,,,,
"7,030",West,Ngororero,NGORORERO,Rususa,Rukaragata,35110505,SAS 2023,,,,,,,,,,,,,,,,,,
"7,031",West,Ngororero,NGORORERO,Rususa,Rususa,35110506,Fill In,,,,,,,,,,,,,,,,,,
"7,032",West,Ngororero,NGORORERO,Torero,Gatare,35110601,SAS 2023,,,,,,,,,,,,,,,,,,
"7,033",West,Ngororero,NGORORERO,Torero,Kanama,35110602,GE_Temporaly SAS,,,,,,,,,,,,,,,,,,
"7,034",West,Ngororero,NGORORERO,Torero,Karera,35110603,SAS 2023,,,,,,,,,,,,,,,,,,
"7,035",West,Ngororero,NGORORERO,Torero,Nyakariba,35110604,Fill In,,,,,,,,,,,,,,,,,,
"7,036",West,Ngororero,NGORORERO,Torero,Nyamabuye,35110605,GE,,,,,,,,,,,,,,,,,,
"7,037",West,Ngororero,NGORORERO,Torero,Nyamiyaga,35110606,SAS,,,,,,,,,,,,,,,,,,
"7,038",West,Ngororero,NGORORERO,Torero,Rwambariro,35110607,GE,,,,,,,,,,,,,,,,,,
"7,039",West,Ngororero,NYANGE,Bambiro,Bugabe,35120101,GE,,,,,,,,,,,,,,,,,,
"7,040",West,Ngororero,NYANGE,Bambiro,Butare,35120102,GE,,,,,,,,,,,,,,,,,,
"7,041",West,Ngororero,NYANGE,Bambiro,Gakoma,35120103,GE,,,,,,,,,,,,,,,,,,
"7,042",West,Ngororero,NYANGE,Bambiro,Muzi,35120104,SAS 2023,,,,,,,,,,,,,,,,,,
"7,043",West,Ngororero,NYANGE,Bambiro,Nyarushubi,35120105,GE,,,,,,,,,,,,,,,,,,
"7,044",West,Ngororero,NYANGE,Bambiro,Rwasankuba,35120106,SAS 2023,,,,,,,,,,,,,,,,,,
"7,045",West,Ngororero,NYANGE,Gaseke,Birambo,35120201,GE,,,,,,,,,,,,,,,,,,
"7,046",West,Ngororero,NYANGE,Gaseke,Dutwe,35120202,GE,,,,,,,,,,,,,,,,,,
"7,047",West,Ngororero,NYANGE,Gaseke,Gaseke,35120203,GE,,,,,,,,,,,,,,,,,,
"7,048",West,Ngororero,NYANGE,Gaseke,Giko,35120204,GE,,,,,,,,,,,,,,,,,,
"7,049",West,Ngororero,NYANGE,Gaseke,Ngobagoba,35120205,GE,,,,,,,,,,,,,,,,,,
"7,050",West,Ngororero,NYANGE,Nsibo,Cyambogo,35120301,GE,,,,,,,,,,,,,,,,,,
"7,051",West,Ngororero,NYANGE,Nsibo,Kanyinya,35120302,SAS 2023,,,,,,,,,,,,,,,,,,
"7,052",West,Ngororero,NYANGE,Nsibo,Muganza,35120303,Fill In,,,,,,,,,,,,,,,,,,
"7,053",West,Ngororero,NYANGE,Nsibo,Murambi,35120304,Fill In,,,,,,,,,,,,,,,,,,
"7,054",West,Ngororero,NYANGE,Nsibo,Nyange,35120305,Fill In,,,,,,,,,,,,,,,,,,
"7,055",West,Ngororero,NYANGE,Nsibo,Nyarusange,35120306,Fill In,,,,,,,,,,,,,,,,,,
"7,056",West,Ngororero,NYANGE,Nsibo,Vungu,35120307,Fill In,,,,,,,,,,,,,,,,,,
"7,057",West,Ngororero,NYANGE,Nsibo,Zegenya,35120308,SAS 2023,,,,,,,,,,,,,,,,,,
"7,058",West,Ngororero,NYANGE,Vuganyana,Kakinyoni,35120401,GE,,,,,,,,,,,,,,,,,,
"7,059",West,Ngororero,NYANGE,Vuganyana,Kamuriza,35120402,GE,,,,,,,,,,,,,,,,,,
"7,060",West,Ngororero,NYANGE,Vuganyana,Karambo,35120403,Fill In,,,,,,,,,,,,,,,,,,
"7,061",West,Ngororero,NYANGE,Vuganyana,Kazenga,35120404,GE,,,,,,,,,,,,,,,,,,
"7,062",West,Ngororero,NYANGE,Vuganyana,Mbobo,35120405,GE,,,,,,,,,,,,,,,,,,
"7,063",West,Ngororero,NYANGE,Vuganyana,Ngorore,35120406,GE,,,,,,,,,,,,,,,,,,
"7,064",West,Ngororero,NYANGE,Vuganyana,Nyagatama,35120407,SAS 2023,,,,,,,,,,,,,,,,,,
"7,065",West,Ngororero,NYANGE,Vuganyana,Nyamyungo,35120408,Fill In,,,,,,,,,,,,,,,,,,
"7,066",West,Ngororero,SOVU,Birembo,Kabayengo,35130101,Fill In,,,,,,,,,,,,,,,,,,
"7,067",West,Ngororero,SOVU,Birembo,Mahembe,35130102,GE,,,,,,,,,,,,,,,,,,
"7,068",West,Ngororero,SOVU,Birembo,Muyange,35130103,GE,,,,,,,,,,,,,,,,,,
"7,069",West,Ngororero,SOVU,Birembo,Nshano,35130104,Fill In,,,,,,,,,,,,,,,,,,
"7,070",West,Ngororero,SOVU,Birembo,Ruseke,35130105,GE,,,,,,,,,,,,,,,,,,
"7,071",West,Ngororero,SOVU,Kagano,Gitabage,35130201,GE,,,,,,,,,,,,,,,,,,
"7,072",West,Ngororero,SOVU,Kagano,Karambo,35130202,GE,,,,,,,,,,,,,,,,,,
"7,073",West,Ngororero,SOVU,Kagano,Ndagarago,35130203,SAS 2023,,,,,,,,,,,,,,,,,,
"7,074",West,Ngororero,SOVU,Kagano,Nyamuza,35130204,Fill In,,,,,,,,,,,,,,,,,,
"7,075",West,Ngororero,SOVU,Kagano,Rusenge,35130205,SAS 2023,,,,,,,,,,,,,,,,,,
"7,076",West,Ngororero,SOVU,Kanyana,Bitaba,35130301,GE,,,,,,,,,,,,,,,,,,
"7,077",West,Ngororero,SOVU,Kanyana,Gahombo,35130302,GE,,,,,,,,,,,,,,,,,,
"7,078",West,Ngororero,SOVU,Kanyana,Gashihe,35130303,GE,,,,,,,,,,,,,,,,,,
"7,079",West,Ngororero,SOVU,Kanyana,Mugobati,35130304,GE,,,,,,,,,,,,,,,,,,
"7,080",West,Ngororero,SOVU,Kanyana,Ruganda,35130305,GE,,,,,,,,,,,,,,,,,,
"7,081",West,Ngororero,SOVU,Kanyana,Rusebeya,35130306,GE,,,,,,,,,,,,,,,,,,
"7,082",West,Ngororero,SOVU,Musenyi,Gihonga,35130401,GE,,,,,,,,,,,,,,,,,,
"7,083",West,Ngororero,SOVU,Musenyi,Gisakavu,35130402,SAS,,,,,,,,,,,,,,,,,,
"7,084",West,Ngororero,SOVU,Musenyi,Gisiza,35130403,GE,,,,,,,,,,,,,,,,,,
"7,085",West,Ngororero,SOVU,Musenyi,Kabuga,35130404,GE,,,,,,,,,,,,,,,,,,
"7,086",West,Ngororero,SOVU,Musenyi,Rubindi,35130405,GE,,,,,,,,,,,,,,,,,,
"7,087",West,Ngororero,SOVU,Nyabipfura,Butenga,35130501,GE,,,,,,,,,,,,,,,,,,
"7,088",West,Ngororero,SOVU,Nyabipfura,Gatare,35130502,GE,,,,,,,,,,,,,,,,,,
"7,089",West,Ngororero,SOVU,Nyabipfura,Migendezo,35130503,GE,,,,,,,,,,,,,,,,,,
"7,090",West,Ngororero,SOVU,Nyabipfura,Nyirabwina,35130504,GE,,,,,,,,,,,,,,,,,,
"7,091",West,Ngororero,SOVU,Nyabipfura,Sanzare,35130505,GE,,,,,,,,,,,,,,,,,,
"7,092",West,Ngororero,SOVU,Rutovu,Gasiza,35130601,GE,,,,,,,,,,,,,,,,,,
"7,093",West,Ngororero,SOVU,Rutovu,Kanyirajana,35130602,GE,,,,,,,,,,,,,,,,,,
"7,094",West,Ngororero,SOVU,Rutovu,Kigusa,35130603,GE,,,,,,,,,,,,,,,,,,
"7,095",West,Ngororero,SOVU,Rutovu,Ngaza,35130604,GE,,,,,,,,,,,,,,,,,,
"7,096",West,Ngororero,SOVU,Rutovu,Ngugu,35130605,GE,,,,,,,,,,,,,,,,,,
"7,097",West,Ngororero,SOVU,Rutovu,Rukeri,35130606,GE,,,,,,,,,,,,,,,,,,
"7,098",West,Rusizi,Bugarama,Nyange,Cit?,36010101,Fill In,,,,,,,,,,,,,,,,,,
"7,099",West,Rusizi,Bugarama,Nyange,Cyagara,36010102,Fill In,,,,,,,,,,,,,,,,,,
"7,100",West,Rusizi,Bugarama,Nyange,Gatebe,36010103,Fill In,,,,,,,,,,,,,,,,,,
"7,101",West,Rusizi,Bugarama,Nyange,Kabeza,36010104,Fill In,,,,,,,,,,,,,,,,,,
"7,102",West,Rusizi,Bugarama,Nyange,Kamabuye,36010105,Fill In,,,,,,,,,,,,,,,,,,
"7,103",West,Rusizi,Bugarama,Nyange,Mihabura,36010106,Fill In,,,,,,,,,,,,,,,,,,
"7,104",West,Rusizi,Bugarama,Nyange,Misufi,36010107,Fill In,,,,,,,,,,,,,,,,,,
"7,105",West,Rusizi,Bugarama,Nyange,Mubogora,36010108,Fill In,,,,,,,,,,,,,,,,,,
"7,106",West,Rusizi,Bugarama,Nyange,Muko,36010109,Fill In,,,,,,,,,,,,,,,,,,
"7,107",West,Rusizi,Bugarama,Nyange,Munini,36010110,Fill In,,,,,,,,,,,,,,,,,,
"7,108",West,Rusizi,Bugarama,Nyange,Nyange,36010111,Fill In,,,,,,,,,,,,,,,,,,
"7,109",West,Rusizi,Bugarama,Nyange,Rubumba,36010112,Fill In,,,,,,,,,,,,,,,,,,
"7,110",West,Rusizi,Bugarama,Nyange,Rusayo,36010113,Fill In,,,,,,,,,,,,,,,,,,
"7,111",West,Rusizi,Bugarama,Pera,Buhanga,36010201,Fill In,,,,,,,,,,,,,,,,,,
"7,112",West,Rusizi,Bugarama,Pera,Isangano,36010202,Fill In,,,,,,,,,,,,,,,,,,
"7,113",West,Rusizi,Bugarama,Pera,Ituze,36010203,Fill In,,,,,,,,,,,,,,,,,,
"7,114",West,Rusizi,Bugarama,Pera,Kabusunzu,36010204,Fill In,,,,,,,,,,,,,,,,,,
"7,115",West,Rusizi,Bugarama,Pera,Kabuye,36010205,Fill In,,,,,,,,,,,,,,,,,,
"7,116",West,Rusizi,Bugarama,Pera,Kinamba,36010206,Fill In,,,,,,,,,,,,,,,,,,
"7,117",West,Rusizi,Bugarama,Pera,Kiyovu,36010207,Fill In,,,,,,,,,,,,,,,,,,
"7,118",West,Rusizi,Bugarama,Pera,Majyambere,36010208,Fill In,,,,,,,,,,,,,,,,,,
"7,119",West,Rusizi,Bugarama,Pera,Murambi,36010209,Fill In,,,,,,,,,,,,,,,,,,
"7,120",West,Rusizi,Bugarama,Pera,Murwa,36010210,Fill In,,,,,,,,,,,,,,,,,,
"7,121",West,Rusizi,Bugarama,Pera,Mwaro,36010211,Fill In,,,,,,,,,,,,,,,,,,
"7,122",West,Rusizi,Bugarama,Pera,Pera,36010212,Fill In,,,,,,,,,,,,,,,,,,
"7,123",West,Rusizi,Bugarama,Ryankana,Gihigano,36010301,Fill In,,,,,,,,,,,,,,,,,,
"7,124",West,Rusizi,Bugarama,Ryankana,Gombaniro,36010302,Fill In,,,,,,,,,,,,,,,,,,
"7,125",West,Rusizi,Bugarama,Ryankana,Kabuga,36010303,Fill In,,,,,,,,,,,,,,,,,,
"7,126",West,Rusizi,Bugarama,Ryankana,Kagarama,36010304,Fill In,,,,,,,,,,,,,,,,,,
"7,127",West,Rusizi,Bugarama,Ryankana,Kayenzi,36010305,Fill In,,,,,,,,,,,,,,,,,,
"7,128",West,Rusizi,Bugarama,Ryankana,Mahoro,36010306,Fill In,,,,,,,,,,,,,,,,,,
"7,129",West,Rusizi,Bugarama,Ryankana,Mubombo,36010307,Fill In,,,,,,,,,,,,,,,,,,
"7,130",West,Rusizi,Bugarama,Ryankana,Muyange,36010308,Fill In,,,,,,,,,,,,,,,,,,
"7,131",West,Rusizi,Bugarama,Ryankana,Nyehonga,36010309,Fill In,,,,,,,,,,,,,,,,,,
"7,132",West,Rusizi,Bugarama,Ryankana,Rubyiro,36010310,Fill In,,,,,,,,,,,,,,,,,,
"7,133",West,Rusizi,Bugarama,Ryankana,Ruhwa,36010311,Fill In,,,,,,,,,,,,,,,,,,
"7,134",West,Rusizi,Bugarama,Ryankana,Rusizi,36010312,Fill In,,,,,,,,,,,,,,,,,,
"7,135",West,Rusizi,Butare,Butanda,Buganzo,36020101,Fill In,,,,,,,,,,,,,,,,,,
"7,136",West,Rusizi,Butare,Butanda,Gasihe,36020102,Fill In,,,,,,,,,,,,,,,,,,
