SN,Province,District,Sector,Cellule,Village,Code_vil_1,NEP Revision July 2023,,,,,,,,,,,,,,,,,,
"11,348",East,Rwamagana,Muyumbu,Murehe,Ruvomo,51100306,SAS,,,,,,,,,,,,,,,,,,
"11,349",East,Rwamagana,Muyumbu,Ntebe,Gakomeye,51100401,GE,,,,,,,,,,,,,,,,,,
"11,350",East,Rwamagana,Muyumbu,Ntebe,Gasave,51100402,GE,,,,,,,,,,,,,,,,,,
"11,351",East,Rwamagana,Muyumbu,Ntebe,Gisenyi,51100403,SAS,,,,,,,,,,,,,,,,,,
"11,352",East,Rwamagana,Muyumbu,Ntebe,Kabagabo,51100404,SAS 2023,,,,,,,,,,,,,,,,,,
"11,353",East,Rwamagana,Muyumbu,Ntebe,Kajevuba,51100405,SAS,,,,,,,,,,,,,,,,,,
"11,354",East,Rwamagana,Muyumbu,Ntebe,Kanyinya,51100406,GE,,,,,,,,,,,,,,,,,,
"11,355",East,Rwamagana,Muyumbu,Ntebe,Nyarubambo,51100407,SAS,,,,,,,,,,,,,,,,,,
"11,356",East,Rwamagana,Muyumbu,Ntebe,Samuramba,51100408,Fill In,,,,,,,,,,,,,,,,,,
"11,357",East,Rwamagana,Muyumbu,Nyarukombe,Gatuza,51100501,Fill In,,,,,,,,,,,,,,,,,,
"11,358",East,Rwamagana,Muyumbu,Nyarukombe,Gitaraga,51100502,GE,,,,,,,,,,,,,,,,,,
"11,359",East,Rwamagana,Muyumbu,Nyarukombe,Gituza,51100503,GE,,,,,,,,,,,,,,,,,,
"11,360",East,Rwamagana,Muyumbu,Nyarukombe,Kinunga,51100504,GE,,,,,,,,,,,,,,,,,,
"11,361",East,Rwamagana,Muyumbu,Nyarukombe,Marembo,51100505,Fill In,,,,,,,,,,,,,,,,,,
"11,362",East,Rwamagana,Muyumbu,Nyarukombe,Mugogo,51100506,GE,,,,,,,,,,,,,,,,,,
"11,363",East,Rwamagana,Muyumbu,Nyarukombe,Mumena,51100507,Fill In,,,,,,,,,,,,,,,,,,
"11,364",East,Rwamagana,Muyumbu,Nyarukombe,Rubona,51100508,GE,,,,,,,,,,,,,,,,,,
"11,365",East,Rwamagana,Mwulire,Bicumbi,Bicumbi,51110101,GE,,,,,,,,,,,,,,,,,,
"11,366",East,Rwamagana,Mwulire,Bicumbi,Gasharu,51110102,SAS,,,,,,,,,,,,,,,,,,
"11,367",East,Rwamagana,Mwulire,Bicumbi,Karama,51110103,GE,,,,,,,,,,,,,,,,,,
"11,368",East,Rwamagana,Mwulire,Bicumbi,Manene,51110104,SAS 2023,,,,,,,,,,,,,,,,,,
"11,369",East,Rwamagana,Mwulire,Bicumbi,Nyagihanga,51110105,SAS,,,,,,,,,,,,,,,,,,
"11,370",East,Rwamagana,Mwulire,Bicumbi,Rwimbogo,51110106,SAS,,,,,,,,,,,,,,,,,,
"11,371",East,Rwamagana,Mwulire,Bicumbi,Sabusaro,51110107,GE,,,,,,,,,,,,,,,,,,
"11,372",East,Rwamagana,Mwulire,Bushenyi,Byange,51110201,SAS,,,,,,,,,,,,,,,,,,
"11,373",East,Rwamagana,Mwulire,Bushenyi,Kabahima,51110202,GE,,,,,,,,,,,,,,,,,,
"11,374",East,Rwamagana,Mwulire,Bushenyi,Kangaruye,51110203,SAS,,,,,,,,,,,,,,,,,,
"11,375",East,Rwamagana,Mwulire,Bushenyi,Rebero,51110204,SAS,,,,,,,,,,,,,,,,,,
"11,376",East,Rwamagana,Mwulire,Bushenyi,Rubiha,51110205,SAS,,,,,,,,,,,,,,,,,,
"11,377",East,Rwamagana,Mwulire,Bushenyi,Ruseke,51110206,GE,,,,,,,,,,,,,,,,,,
"11,378",East,Rwamagana,Mwulire,Mwulire,Cyome,51110301,SAS 2023,,,,,,,,,,,,,,,,,,
"11,379",East,Rwamagana,Mwulire,Mwulire,Gisanza,51110302,SAS 2023,,,,,,,,,,,,,,,,,,
"11,380",East,Rwamagana,Mwulire,Mwulire,Akagarama,51110303,GE,,,,,,,,,,,,,,,,,,
"11,381",East,Rwamagana,Mwulire,Mwulire,Kigabiro,51110304,GE,,,,,,,,,,,,,,,,,,
"11,382",East,Rwamagana,Mwulire,Mwulire,Mpinga,51110305,GE,,,,,,,,,,,,,,,,,,
"11,383",East,Rwamagana,Mwulire,Mwulire,Munini I,51110306,SAS 2023,,,,,,,,,,,,,,,,,,
"11,384",East,Rwamagana,Mwulire,Mwulire,Munini Ii,51110307,GE,,,,,,,,,,,,,,,,,,
"11,385",East,Rwamagana,Mwulire,Mwulire,Rebero,51110308,GE,,,,,,,,,,,,,,,,,,
"11,386",East,Rwamagana,Mwulire,Ntunga,Cyimbazi,51110401,GE,,,,,,,,,,,,,,,,,,
"11,387",East,Rwamagana,Mwulire,Ntunga,Kabacuzi,51110402,GE,,,,,,,,,,,,,,,,,,
"11,388",East,Rwamagana,Mwulire,Ntunga,Kadasumbwa,51110403,Fill In,,,,,,,,,,,,,,,,,,
"11,389",East,Rwamagana,Mwulire,Ntunga,Karuzigura,51110404,GE,,,,,,,,,,,,,,,,,,
"11,390",East,Rwamagana,Mwulire,Ntunga,Kiyovu,51110405,GE,,,,,,,,,,,,,,,,,,
"11,391",East,Rwamagana,Mwulire,Ntunga,Nkira,51110406,SAS,,,,,,,,,,,,,,,,,,
"11,392",East,Rwamagana,Mwulire,Ntunga,Ntunga,51110407,GE,,,,,,,,,,,,,,,,,,
"11,393",East,Rwamagana,Mwulire,Ntunga,Rugarama,51110408,GE,,,,,,,,,,,,,,,,,,
"11,394",East,Rwamagana,Mwulire,Ntunga,Rugenge,51110409,SAS,,,,,,,,,,,,,,,,,,
"11,395",East,Rwamagana,Nyakaliro,Bihembe,Bihembe,51120101,SAS 2023,,,,,,,,,,,,,,,,,,
"11,396",East,Rwamagana,Nyakaliro,Bihembe,Busimbuzi,51120102,GE,,,,,,,,,,,,,,,,,,
"11,397",East,Rwamagana,Nyakaliro,Bihembe,Butare,51120103,SAS 2023,,,,,,,,,,,,,,,,,,
"11,398",East,Rwamagana,Nyakaliro,Bihembe,Kabere,51120104,GE,,,,,,,,,,,,,,,,,,
"11,399",East,Rwamagana,Nyakaliro,Bihembe,Kanyangese,51120105,SAS 2023,,,,,,,,,,,,,,,,,,
"11,400",East,Rwamagana,Nyakaliro,Bihembe,Mubumbwe,51120106,GE,,,,,,,,,,,,,,,,,,
"11,401",East,Rwamagana,Nyakaliro,Bihembe,Ngarama,51120107,GE,,,,,,,,,,,,,,,,,,
"11,402",East,Rwamagana,Nyakaliro,Bihembe,Rusheshe,51120108,GE,,,,,,,,,,,,,,,,,,
"11,403",East,Rwamagana,Nyakaliro,Gatare,Gatare,51120201,SAS 2023,,,,,,,,,,,,,,,,,,
"11,404",East,Rwamagana,Nyakaliro,Gatare,Karogo,51120202,GE,,,,,,,,,,,,,,,,,,
"11,405",East,Rwamagana,Nyakaliro,Gatare,Kigina,51120203,GE,,,,,,,,,,,,,,,,,,
"11,406",East,Rwamagana,Nyakaliro,Gatare,Runzenze,51120204,GE,,,,,,,,,,,,,,,,,,
"11,407",East,Rwamagana,Nyakaliro,Gatare,Samuduha,51120205,SAS 2023,,,,,,,,,,,,,,,,,,
"11,408",East,Rwamagana,Nyakaliro,Gishore,Gishore,51120301,Fill In,,,,,,,,,,,,,,,,,,
"11,409",East,Rwamagana,Nyakaliro,Gishore,Kagarama,51120302,Fill In,,,,,,,,,,,,,,,,,,
"11,410",East,Rwamagana,Nyakaliro,Gishore,Matyazo,51120303,SAS 2023,,,,,,,,,,,,,,,,,,
"11,411",East,Rwamagana,Nyakaliro,Gishore,Nyirabuhene,51120304,SAS 2023,,,,,,,,,,,,,,,,,,
"11,412",East,Rwamagana,Nyakaliro,Gishore,Rugende,51120305,GE,,,,,,,,,,,,,,,,,,
"11,413",East,Rwamagana,Nyakaliro,Gishore,Ruhanika,51120306,SAS 2023,,,,,,,,,,,,,,,,,,
"11,414",East,Rwamagana,Nyakaliro,Gishore,Rusagara,51120307,SAS 2023,,,,,,,,,,,,,,,,,,
"11,415",East,Rwamagana,Nyakaliro,Gishore,Rusave,51120308,GE,,,,,,,,,,,,,,,,,,
"11,416",East,Rwamagana,Nyakaliro,Gishore,Rususa,51120309,Fill In,,,,,,,,,,,,,,,,,,
"11,417",East,Rwamagana,Nyakaliro,Munini,Akamasatura,51120401,SAS 2023,,,,,,,,,,,,,,,,,,
"11,418",East,Rwamagana,Nyakaliro,Munini,Munini,51120402,GE,,,,,,,,,,,,,,,,,,
"11,419",East,Rwamagana,Nyakaliro,Munini,Nyakagarama,51120403,GE,,,,,,,,,,,,,,,,,,
"11,420",East,Rwamagana,Nyakaliro,Munini,Nyarurembo,51120404,Fill In,,,,,,,,,,,,,,,,,,
"11,421",East,Rwamagana,Nyakaliro,Munini,Nyarutovu,51120405,GE,,,,,,,,,,,,,,,,,,
"11,422",East,Rwamagana,Nyakaliro,Munini,Nyiramitemeri,51120406,GE,,,,,,,,,,,,,,,,,,
"11,423",East,Rwamagana,Nyakaliro,Munini,Rwamibungo,51120407,GE,,,,,,,,,,,,,,,,,,
"11,424",East,Rwamagana,Nyakaliro,Munini,Rwankacari,51120408,GE,,,,,,,,,,,,,,,,,,
"11,425",East,Rwamagana,Nyakaliro,Rwimbogo,Cyaruhinda,51120501,SAS 2023,,,,,,,,,,,,,,,,,,
"11,426",East,Rwamagana,Nyakaliro,Rwimbogo,Kamashaza,51120502,GE,,,,,,,,,,,,,,,,,,
"11,427",East,Rwamagana,Nyakaliro,Rwimbogo,Kasemanyana,51120503,GE,,,,,,,,,,,,,,,,,,
"11,428",East,Rwamagana,Nyakaliro,Rwimbogo,Kimicanga,51120504,SAS 2023,,,,,,,,,,,,,,,,,,
"11,429",East,Rwamagana,Nyakaliro,Rwimbogo,Nduba,51120505,GE,,,,,,,,,,,,,,,,,,
"11,430",East,Rwamagana,Nyakaliro,Rwimbogo,Nduhuye,51120506,SAS,,,,,,,,,,,,,,,,,,
"11,431",East,Rwamagana,Nyakaliro,Rwimbogo,Rwimbogo,51120507,SAS 2023,,,,,,,,,,,,,,,,,,
"11,432",East,Rwamagana,Nyakaliro,Rwimbogo,Ryarurindo,51120508,GE,,,,,,,,,,,,,,,,,,
"11,433",East,Rwamagana,Nzige,Akanzu,Akanzige,51130101,GE,,,,,,,,,,,,,,,,,,
"11,434",East,Rwamagana,Nzige,Akanzu,Akanzu,51130102,SAS 2023,,,,,,,,,,,,,,,,,,
"11,435",East,Rwamagana,Nzige,Akanzu,Cyahafi,51130103,GE,,,,,,,,,,,,,,,,,,
"11,436",East,Rwamagana,Nzige,Akanzu,Cyerwa,51130104,SAS 2023,,,,,,,,,,,,,,,,,,
"11,437",East,Rwamagana,Nzige,Akanzu,Gikoni,51130105,SAS,,,,,,,,,,,,,,,,,,
"11,438",East,Rwamagana,Nzige,Akanzu,Gitanu,51130106,SAS,,,,,,,,,,,,,,,,,,
"11,439",East,Rwamagana,Nzige,Akanzu,Kiyovu,51130107,SAS 2023,,,,,,,,,,,,,,,,,,
"11,440",East,Rwamagana,Nzige,Akanzu,Nyarugenge,51130108,GE,,,,,,,,,,,,,,,,,,
"11,441",East,Rwamagana,Nzige,Kigarama,Gisenyi,51130201,GE,,,,,,,,,,,,,,,,,,
"11,442",East,Rwamagana,Nzige,Kigarama,Kajevuba,51130202,SAS,,,,,,,,,,,,,,,,,,
"11,443",East,Rwamagana,Nzige,Kigarama,Kamabuye,51130203,SAS 2023,,,,,,,,,,,,,,,,,,
"11,444",East,Rwamagana,Nzige,Kigarama,Karukannyi,51130204,SAS,,,,,,,,,,,,,,,,,,
"11,445",East,Rwamagana,Nzige,Kigarama,Mikoni,51130205,GE,,,,,,,,,,,,,,,,,,
"11,446",East,Rwamagana,Nzige,Kigarama,Mubuga,51130206,GE,,,,,,,,,,,,,,,,,,
"11,447",East,Rwamagana,Nzige,Kigarama,Nyarutovu,51130207,SAS 2023,,,,,,,,,,,,,,,,,,
"11,448",East,Rwamagana,Nzige,Kigarama,Rugunga,51130208,SAS,,,,,,,,,,,,,,,,,,
"11,449",East,Rwamagana,Nzige,Murama,Agasharu,51130301,SAS 2023,,,,,,,,,,,,,,,,,,
"11,450",East,Rwamagana,Nzige,Murama,Gatoki,51130302,SAS,,,,,,,,,,,,,,,,,,
"11,451",East,Rwamagana,Nzige,Murama,Kabeza,51130303,GE,,,,,,,,,,,,,,,,,,
"11,452",East,Rwamagana,Nzige,Murama,Kamakuka,51130304,SAS,,,,,,,,,,,,,,,,,,
"11,453",East,Rwamagana,Nzige,Murama,Kibabara,51130305,SAS 2023,,,,,,,,,,,,,,,,,,
"11,454",East,Rwamagana,Nzige,Murama,Ndinda,51130306,SAS 2023,,,,,,,,,,,,,,,,,,
"11,455",East,Rwamagana,Nzige,Murama,Nyarusange,51130307,SAS 2023,,,,,,,,,,,,,,,,,,
"11,456",East,Rwamagana,Nzige,Rugarama,Bicaca,51130401,SAS 2023,,,,,,,,,,,,,,,,,,
"11,457",East,Rwamagana,Nzige,Rugarama,Bitega,51130402,GE,,,,,,,,,,,,,,,,,,
"11,458",East,Rwamagana,Nzige,Rugarama,Kayibanda,51130403,GE,,,,,,,,,,,,,,,,,,
"11,459",East,Rwamagana,Nzige,Rugarama,Nyabugogo,51130404,SAS 2023,,,,,,,,,,,,,,,,,,
"11,460",East,Rwamagana,Nzige,Rugarama,Ruvomo,51130405,SAS,,,,,,,,,,,,,,,,,,
"11,461",East,Rwamagana,Nzige,Rugarama,Rwagatsama,51130406,SAS,,,,,,,,,,,,,,,,,,
"11,462",East,Rwamagana,Rubona,Byinza,Bidudu,51140101,SAS 2023,,,,,,,,,,,,,,,,,,
"11,463",East,Rwamagana,Rubona,Byinza,Gitwa,51140102,SAS 2023,,,,,,,,,,,,,,,,,,
"11,464",East,Rwamagana,Rubona,Byinza,Kabayange I,51140103,GE,,,,,,,,,,,,,,,,,,
"11,465",East,Rwamagana,Rubona,Byinza,Kabayange Ii,51140104,GE,,,,,,,,,,,,,,,,,,
"11,466",East,Rwamagana,Rubona,Byinza,Mumahoro,51140105,GE,,,,,,,,,,,,,,,,,,
"11,467",East,Rwamagana,Rubona,Byinza,Munini,51140106,SAS 2023,,,,,,,,,,,,,,,,,,
"11,468",East,Rwamagana,Rubona,Byinza,Umumeyu,51140107,SAS 2023,,,,,,,,,,,,,,,,,,
"11,469",East,Rwamagana,Rubona,Byinza,Uwadesa,51140108,SAS 2023,,,,,,,,,,,,,,,,,,
"11,470",East,Rwamagana,Rubona,Kabatasi,Agasharu,51140201,GE,,,,,,,,,,,,,,,,,,
"11,471",East,Rwamagana,Rubona,Kabatasi,Gitaraga,51140202,SAS 2023,,,,,,,,,,,,,,,,,,
"11,472",East,Rwamagana,Rubona,Kabatasi,Kabuye,51140203,GE,,,,,,,,,,,,,,,,,,
"11,473",East,Rwamagana,Rubona,Kabatasi,Kibabara,51140204,GE,,,,,,,,,,,,,,,,,,
"11,474",East,Rwamagana,Rubona,Kabatasi,Kiboha,51140205,SAS 2023,,,,,,,,,,,,,,,,,,
"11,475",East,Rwamagana,Rubona,Kabatasi,Midahandwa,51140206,GE,,,,,,,,,,,,,,,,,,
"11,476",East,Rwamagana,Rubona,Kabatasi,Mitari,51140207,SAS 2023,,,,,,,,,,,,,,,,,,
"11,477",East,Rwamagana,Rubona,Kabatasi,Nyagatare,51140208,GE,,,,,,,,,,,,,,,,,,
"11,478",East,Rwamagana,Rubona,Kabatasi,Rusenyi,51140209,SAS 2023,,,,,,,,,,,,,,,,,,
"11,479",East,Rwamagana,Rubona,Kabatasi,Umurehe,51140210,Fill In,,,,,,,,,,,,,,,,,,
"11,480",East,Rwamagana,Rubona,Kabuye,Agatare,51140301,Fill In,,,,,,,,,,,,,,,,,,
"11,481",East,Rwamagana,Rubona,Kabuye,Cyamuyango,51140302,SAS 2023,,,,,,,,,,,,,,,,,,
"11,482",East,Rwamagana,Rubona,Kabuye,Rubumba,51140303,SAS 2023,,,,,,,,,,,,,,,,,,
"11,483",East,Rwamagana,Rubona,Kabuye,Rutare,51140304,GE,,,,,,,,,,,,,,,,,,
"11,484",East,Rwamagana,Rubona,Karambi,Bigaga,51140401,SAS 2023,,,,,,,,,,,,,,,,,,
"11,485",East,Rwamagana,Rubona,Karambi,Byobo,51140402,SAS 2023,,,,,,,,,,,,,,,,,,
"11,486",East,Rwamagana,Rubona,Karambi,Karambi,51140403,Fill In,,,,,,,,,,,,,,,,,,
"11,487",East,Rwamagana,Rubona,Karambi,Mataba,51140404,GE,,,,,,,,,,,,,,,,,,
"11,488",East,Rwamagana,Rubona,Karambi,Rugarama,51140405,GE,,,,,,,,,,,,,,,,,,
"11,489",East,Rwamagana,Rubona,Mabare,Amarimba,51140501,SAS 2023,,,,,,,,,,,,,,,,,,
"11,490",East,Rwamagana,Rubona,Mabare,Bitare,51140502,GE,,,,,,,,,,,,,,,,,,
"11,491",East,Rwamagana,Rubona,Mabare,Gasharu,51140503,SAS 2023,,,,,,,,,,,,,,,,,,
"11,492",East,Rwamagana,Rubona,Mabare,Nyamabuye,51140504,GE,,,,,,,,,,,,,,,,,,
"11,493",East,Rwamagana,Rubona,Mabare,Rubirizi,51140505,SAS 2023,,,,,,,,,,,,,,,,,,
"11,494",East,Rwamagana,Rubona,Mabare,Rusanza,51140506,SAS 2023,,,,,,,,,,,,,,,,,,
"11,495",East,Rwamagana,Rubona,Mabare,Umubuga,51140507,SAS 2023,,,,,,,,,,,,,,,,,,
"11,496",East,Rwamagana,Rubona,Mabare,Urugwiro,51140508,SAS 2023,,,,,,,,,,,,,,,,,,
"11,497",East,Rwamagana,Rubona,Nawe,Cyiri,51140601,Fill In,,,,,,,,,,,,,,,,,,
"11,498",East,Rwamagana,Rubona,Nawe,Gaseke,51140602,GE,,,,,,,,,,,,,,,,,,
"11,499",East,Rwamagana,Rubona,Nawe,Rudashya,51140603,SAS 2023,,,,,,,,,,,,,,,,,,
"11,500",East,Nyagatare,GATUNDA,Cyagaju,Hanganyundo,52010101,SAS 2023,,,,,,,,,,,,,,,,,,
"11,501",East,Nyagatare,GATUNDA,Cyagaju,Iramiro,52010102,SAS 2023,,,,,,,,,,,,,,,,,,
"11,502",East,Nyagatare,GATUNDA,Cyagaju,Isangano,52010103,Fill In,,,,,,,,,,,,,,,,,,
"11,503",East,Nyagatare,GATUNDA,Cyagaju,Kabeza,52010104,SAS 2023,,,,,,,,,,,,,,,,,,
"11,504",East,Nyagatare,GATUNDA,Cyagaju,Kibisabo,52010105,Fill In,,,,,,,,,,,,,,,,,,
"11,505",East,Nyagatare,GATUNDA,Kabeza,Huriro,52010201,Fill In,,,,,,,,,,,,,,,,,,
"11,506",East,Nyagatare,GATUNDA,Kabeza,Kabeza,52010202,Fill In,,,,,,,,,,,,,,,,,,
"11,507",East,Nyagatare,GATUNDA,Kabeza,Muvumba,52010203,Fill In,,,,,,,,,,,,,,,,,,
"11,508",East,Nyagatare,GATUNDA,Kabeza,Muyenzi,52010204,Fill In,,,,,,,,,,,,,,,,,,
"11,509",East,Nyagatare,GATUNDA,Kabeza,Nyamirambo,52010205,Fill In,,,,,,,,,,,,,,,,,,
"11,510",East,Nyagatare,GATUNDA,Kabeza,Rebero,52010206,Fill In,,,,,,,,,,,,,,,,,,
"11,511",East,Nyagatare,GATUNDA,Nyamikamba,Byimana,52010301,SAS 2023,,,,,,,,,,,,,,,,,,
"11,512",East,Nyagatare,GATUNDA,Nyamikamba,Gikunyu,52010302,GE,,,,,,,,,,,,,,,,,,
"11,513",East,Nyagatare,GATUNDA,Nyamikamba,Gitega,52010303,GE,,,,,,,,,,,,,,,,,,
"11,514",East,Nyagatare,GATUNDA,Nyamikamba,Gitovu,52010304,GE,,,,,,,,,,,,,,,,,,
"11,515",East,Nyagatare,GATUNDA,Nyamikamba,Kaburimbo,52010305,Fill In,,,,,,,,,,,,,,,,,,
"11,516",East,Nyagatare,GATUNDA,Nyamikamba,Kibuye,52010306,Fill In,,,,,,,,,,,,,,,,,,
"11,517",East,Nyagatare,GATUNDA,Nyamikamba,Nyamikamba,52010307,GE_Temporaly SAS,,,,,,,,,,,,,,,,,,
"11,518",East,Nyagatare,GATUNDA,Nyamikamba,Rwebare,52010308,Fill In,,,,,,,,,,,,,,,,,,
"11,519",East,Nyagatare,GATUNDA,Nyamikamba,Ryabuvara,52010309,SAS 2023,,,,,,,,,,,,,,,,,,
"11,520",East,Nyagatare,GATUNDA,Nyamikamba,Ryarukabura,52010310,GE,,,,,,,,,,,,,,,,,,
"11,521",East,Nyagatare,GATUNDA,Nyamirembe,Byimana,52010401,GE,,,,,,,,,,,,,,,,,,
"11,522",East,Nyagatare,GATUNDA,Nyamirembe,Huriro,52010402,GE,,,,,,,,,,,,,,,,,,
"11,523",East,Nyagatare,GATUNDA,Nyamirembe,Kajevuba,52010403,SAS 2023,,,,,,,,,,,,,,,,,,
"11,524",East,Nyagatare,GATUNDA,Nyamirembe,Kirindimure,52010404,Fill In,,,,,,,,,,,,,,,,,,
"11,525",East,Nyagatare,GATUNDA,Nyamirembe,Mabare,52010405,Fill In,,,,,,,,,,,,,,,,,,
"11,526",East,Nyagatare,GATUNDA,Nyangara,Bugarama,52010501,GE_Temporaly SAS,,,,,,,,,,,,,,,,,,
"11,527",East,Nyagatare,GATUNDA,Nyangara,Kabeza,52010502,GE_Temporaly SAS,,,,,,,,,,,,,,,,,,
"11,528",East,Nyagatare,GATUNDA,Nyangara,Mugomero,52010503,SAS 2023,,,,,,,,,,,,,,,,,,
"11,529",East,Nyagatare,GATUNDA,Nyangara,Muhambo,52010504,SAS 2023,,,,,,,,,,,,,,,,,,
"11,530",East,Nyagatare,GATUNDA,Nyangara,Mutumba,52010505,Fill In,,,,,,,,,,,,,,,,,,
"11,531",East,Nyagatare,GATUNDA,Nyangara,Rwimbogo,52010506,Fill In,,,,,,,,,,,,,,,,,,
"11,532",East,Nyagatare,GATUNDA,Nyangara,Ryanyabugwende,52010507,Fill In,,,,,,,,,,,,,,,,,,
"11,533",East,Nyagatare,GATUNDA,Nyarurema,Bubare,52010601,Fill In,,,,,,,,,,,,,,,,,,
"11,534",East,Nyagatare,GATUNDA,Nyarurema,Buguma,52010602,Fill In,,,,,,,,,,,,,,,,,,
"11,535",East,Nyagatare,GATUNDA,Nyarurema,Butimba,52010603,Fill In,,,,,,,,,,,,,,,,,,
"11,536",East,Nyagatare,GATUNDA,Nyarurema,Kabeza,52010604,Fill In,,,,,,,,,,,,,,,,,,
"11,537",East,Nyagatare,GATUNDA,Nyarurema,Muhabura,52010605,Fill In,,,,,,,,,,,,,,,,,,
"11,538",East,Nyagatare,GATUNDA,Nyarurema,Nyarurema,52010606,Fill In,,,,,,,,,,,,,,,,,,
"11,539",East,Nyagatare,GATUNDA,Nyarurema,Shabana,52010607,Fill In,,,,,,,,,,,,,,,,,,
"11,540",East,Nyagatare,GATUNDA,Rwensheke,Kabuye,52010701,SAS 2023,,,,,,,,,,,,,,,,,,
"11,541",East,Nyagatare,GATUNDA,Rwensheke,Kamate,52010702,SAS 2023,,,,,,,,,,,,,,,,,,
"11,542",East,Nyagatare,GATUNDA,Rwensheke,Nyiraburunga,52010703,Fill In,,,,,,,,,,,,,,,,,,
"11,543",East,Nyagatare,GATUNDA,Rwensheke,Rwensheke,52010704,Fill In,,,,,,,,,,,,,,,,,,
"11,544",East,Nyagatare,KARAMA,Bushara,Bushara Centre,52020101,GE,,,,,,,,,,,,,,,,,,
"11,545",East,Nyagatare,KARAMA,Bushara,Ihuriro,52020102,SAS 2023,,,,,,,,,,,,,,,,,,
"11,546",East,Nyagatare,KARAMA,Bushara,Isangano,52020103,SAS 2023,,,,,,,,,,,,,,,,,,
"11,547",East,Nyagatare,KARAMA,Bushara,Kadendegeri,52020104,GE_Temporaly SAS,,,,,,,,,,,,,,,,,,
"11,548",East,Nyagatare,KARAMA,Bushara,Meshero,52020105,Fill In,,,,,,,,,,,,,,,,,,
"11,549",East,Nyagatare,KARAMA,Bushara,Rurembo,52020106,SAS 2023,,,,,,,,,,,,,,,,,,
"11,550",East,Nyagatare,KARAMA,Bushara,Uruyenzi,52020107,GE_Temporaly SAS,,,,,,,,,,,,,,,,,,
"11,551",East,Nyagatare,KARAMA,Cyenkwanzi,Cyenkwanzi Centre,52020201,Fill In,,,,,,,,,,,,,,,,,,
"11,552",East,Nyagatare,KARAMA,Cyenkwanzi,Kabeza,52020202,GE,,,,,,,,,,,,,,,,,,
"11,553",East,Nyagatare,KARAMA,Cyenkwanzi,Kiyovu,52020203,SAS 2023,,,,,,,,,,,,,,,,,,
"11,554",East,Nyagatare,KARAMA,Cyenkwanzi,Rurembo,52020204,SAS 2023,,,,,,,,,,,,,,,,,,
"11,555",East,Nyagatare,KARAMA,Gikagati,Bigega,52020301,GE,,,,,,,,,,,,,,,,,,
"11,556",East,Nyagatare,KARAMA,Gikagati,Gataba,52020302,GE_Temporaly SAS,,,,,,,,,,,,,,,,,,
"11,557",East,Nyagatare,KARAMA,Gikagati,Gikagati Centre,52020303,Fill In,,,,,,,,,,,,,,,,,,
"11,558",East,Nyagatare,KARAMA,Gikagati,Gishenyi,52020304,SAS 2023,,,,,,,,,,,,,,,,,,
"11,559",East,Nyagatare,KARAMA,Gikagati,Kanunga,52020305,GE,,,,,,,,,,,,,,,,,,
"11,560",East,Nyagatare,KARAMA,Gikagati,Nyabitare,52020306,GE,,,,,,,,,,,,,,,,,,
"11,561",East,Nyagatare,KARAMA,Gikagati,Nyakibande,52020307,SAS 2023,,,,,,,,,,,,,,,,,,
"11,562",East,Nyagatare,KARAMA,Gikagati,Rurembo,52020308,GE,,,,,,,,,,,,,,,,,,
"11,563",East,Nyagatare,KARAMA,Gikagati,Rutegamatwi,52020309,GE,,,,,,,,,,,,,,,,,,
"11,564",East,Nyagatare,KARAMA,Gikundamvura,Fene,52020401,Fill In,,,,,,,,,,,,,,,,,,
"11,565",East,Nyagatare,KARAMA,Gikundamvura,Gikundamvura I,52020402,Fill In,,,,,,,,,,,,,,,,,,
"11,566",East,Nyagatare,KARAMA,Gikundamvura,Gikundamvura Ii,52020403,GE,,,,,,,,,,,,,,,,,,
"11,567",East,Nyagatare,KARAMA,Gikundamvura,Irebero,52020404,SAS 2023,,,,,,,,,,,,,,,,,,
"11,568",East,Nyagatare,KARAMA,Gikundamvura,Isangano,52020405,GE_Temporaly SAS,,,,,,,,,,,,,,,,,,
"11,569",East,Nyagatare,KARAMA,Gikundamvura,Kukibuye,52020406,SAS 2023,,,,,,,,,,,,,,,,,,
"11,570",East,Nyagatare,KARAMA,Gikundamvura,Kukimpundu,52020407,GE_Temporaly SAS,,,,,,,,,,,,,,,,,,
"11,571",East,Nyagatare,KARAMA,Gikundamvura,Musenyi,52020408,SAS 2023,,,,,,,,,,,,,,,,,,
"11,572",East,Nyagatare,KARAMA,Gikundamvura,Nyabitare,52020409,GE,,,,,,,,,,,,,,,,,,
"11,573",East,Nyagatare,KARAMA,Gikundamvura,Nyagasharara,52020410,SAS 2023,,,,,,,,,,,,,,,,,,
"11,574",East,Nyagatare,KARAMA,Gikundamvura,Umutara,52020411,SAS,,,,,,,,,,,,,,,,,,
"11,575",East,Nyagatare,KARAMA,Gikundamvura,Urugwiro,52020412,GE,,,,,,,,,,,,,,,,,,
"11,576",East,Nyagatare,KARAMA,Kabuga,Gakukuru,52020501,Fill In,,,,,,,,,,,,,,,,,,
"11,577",East,Nyagatare,KARAMA,Kabuga,Kabeza,52020502,Fill In,,,,,,,,,,,,,,,,,,
"11,578",East,Nyagatare,KARAMA,Kabuga,Kabuga,52020503,GE,,,,,,,,,,,,,,,,,,
"11,579",East,Nyagatare,KARAMA,Kabuga,Kizunguruko,52020504,GE,,,,,,,,,,,,,,,,,,
